Country,Sex,Year,BMI
Republic of Korea,Both sexes,2022,4.5
Republic of Korea,Male,2022,4.3
Republic of Korea,Female,2022,4.7
Republic of Korea,Both sexes,2021,4.4
Republic of Korea,Male,2021,4.1
Republic of Korea,Female,2021,4.6
Republic of Korea,Both sexes,2020,4.3
Republic of Korea,Male,2020,3.9
Republic of Korea,Female,2020,4.5
Republic of Korea,Both sexes,2019,4.1
Republic of Korea,Male,2019,3.8
Republic of Korea,Female,2019,4.4
Republic of Korea,Both sexes,2018,4
Republic of Korea,Male,2018,3.6
Republic of Korea,Female,2018,4.3
Republic of Moldova,Both sexes,2023,18.9
Republic of Moldova,Male,2023,16.2
Republic of Moldova,Female,2023,21.1
Republic of Moldova,Both sexes,2022,18.5
Republic of Moldova,Male,2022,15.7
Republic of Moldova,Female,2022,20.8
Republic of Moldova,Both sexes,2021,18.2
Republic of Moldova,Male,2021,15.3
Republic of Moldova,Female,2021,20.6
Republic of Moldova,Both sexes,2020,17.8
Republic of Moldova,Male,2020,14.9
Republic of Moldova,Female,2020,20.3
Republic of Moldova,Both sexes,2019,17.5
Republic of Moldova,Male,2019,14.5
Republic of Moldova,Female,2019,20
Republic of Moldova,Both sexes,2018,17.2
Republic of Moldova,Male,2018,14.1
Republic of Moldova,Female,2018,19.8
Republic of North Macedonia,Both sexes,2023,22.4
Republic of North Macedonia,Male,2023,22.6
Republic of North Macedonia,Female,2023,22.1
Republic of North Macedonia,Both sexes,2022,22
Republic of North Macedonia,Male,2022,22.1
Republic of North Macedonia,Female,2022,21.8
Republic of North Macedonia,Both sexes,2021,21.6
Republic of North Macedonia,Male,2021,21.6
Republic of North Macedonia,Female,2021,21.5
Republic of North Macedonia,Both sexes,2020,21.2
Republic of North Macedonia,Male,2020,21.1
Republic of North Macedonia,Female,2020,21.2
Republic of North Macedonia,Both sexes,2019,20.8
Republic of North Macedonia,Male,2019,20.6
Republic of North Macedonia,Female,2019,20.9
Republic of North Macedonia,Both sexes,2018,20.5
Republic of North Macedonia,Male,2018,20.2
Republic of North Macedonia,Female,2018,20.7
Romania,Both sexes,2023,22.5
Romania,Male,2023,23.4
Romania,Female,2023,21.6
Romania,Both sexes,2022,22.1
Romania,Male,2022,22.7
Romania,Female,2022,21.3
Romania,Both sexes,2021,21.6
Romania,Male,2021,22.1
Romania,Female,2021,20.9
Romania,Both sexes,2020,21.1
Romania,Male,2020,21.5
Romania,Female,2020,20.6
Romania,Both sexes,2019,20.7
Romania,Male,2019,20.9
Romania,Female,2019,20.3
Romania,Both sexes,2018,20.2
Romania,Male,2018,20.3
Romania,Female,2018,20
Russian Federation,Both sexes,2023,23.1
Russian Federation,Male,2023,18.1
Russian Federation,Female,2023,26.9
Russian Federation,Both sexes,2022,22.8
Russian Federation,Male,2022,17.6
Russian Federation,Female,2022,26.7
Russian Federation,Both sexes,2021,22.5
Russian Federation,Male,2021,17.2
Russian Federation,Female,2021,26.6
Russian Federation,Both sexes,2020,22.2
Russian Federation,Male,2020,16.8
Russian Federation,Female,2020,26.4
Russian Federation,Both sexes,2019,21.9
Russian Federation,Male,2019,16.4
Russian Federation,Female,2019,26.3
Russian Federation,Both sexes,2018,21.7
Russian Federation,Male,2018,16
Russian Federation,Female,2018,26.1
Rwanda,Both sexes,2023,5.8
Rwanda,Male,2023,1.9
Rwanda,Female,2023,9.3
Rwanda,Both sexes,2022,5.6
Rwanda,Male,2022,1.8
Rwanda,Female,2022,8.9
Rwanda,Both sexes,2021,5.3
Rwanda,Male,2021,1.7
Rwanda,Female,2021,8.4
Rwanda,Both sexes,2020,5
Rwanda,Male,2020,1.6
Rwanda,Female,2020,8
Rwanda,Both sexes,2019,4.7
Rwanda,Male,2019,1.5
Rwanda,Female,2019,7.6
Rwanda,Both sexes,2018,4.5
Rwanda,Male,2018,1.4
Rwanda,Female,2018,7.2
Saint Kitts and Nevis,Both sexes,2023,22.9
Saint Kitts and Nevis,Male,2023,15.3
Saint Kitts and Nevis,Female,2023,30.1
Saint Kitts and Nevis,Both sexes,2022,22.3
Saint Kitts and Nevis,Male,2022,14.7
Saint Kitts and Nevis,Female,2022,29.4
Saint Kitts and Nevis,Both sexes,2021,21.6
Saint Kitts and Nevis,Male,2021,14.1
Saint Kitts and Nevis,Female,2021,28.7
Saint Kitts and Nevis,Both sexes,2020,21
Saint Kitts and Nevis,Male,2020,13.6
Saint Kitts and Nevis,Female,2020,28.1
Saint Kitts and Nevis,Both sexes,2019,20.4
Saint Kitts and Nevis,Male,2019,13.1
Saint Kitts and Nevis,Female,2019,27.4
Saint Kitts and Nevis,Both sexes,2018,19.8
Saint Kitts and Nevis,Male,2018,12.6
Saint Kitts and Nevis,Female,2018,26.8
Saint Lucia,Both sexes,2023,19.7
Saint Lucia,Male,2023,12
Saint Lucia,Female,2023,27
Saint Lucia,Both sexes,2022,19.1
Saint Lucia,Male,2022,11.5
Saint Lucia,Female,2022,26.3
Saint Lucia,Both sexes,2021,18.5
Saint Lucia,Male,2021,11
Saint Lucia,Female,2021,25.6
Saint Lucia,Both sexes,2020,18
Saint Lucia,Male,2020,10.6
Saint Lucia,Female,2020,24.9
Saint Lucia,Both sexes,2019,17.4
Saint Lucia,Male,2019,10.2
Saint Lucia,Female,2019,24.3
Saint Lucia,Both sexes,2018,17
Saint Lucia,Male,2018,9.8
Saint Lucia,Female,2018,23.7
Saint Vincent and the Grenadines,Both sexes,2023,23.7
Saint Vincent and the Grenadines,Male,2023,16.6
Saint Vincent and the Grenadines,Female,2023,31
Saint Vincent and the Grenadines,Both sexes,2022,23.1
Saint Vincent and the Grenadines,Male,2022,15.9
Saint Vincent and the Grenadines,Female,2022,30.4
Saint Vincent and the Grenadines,Both sexes,2021,22.4
Saint Vincent and the Grenadines,Male,2021,15.3
Saint Vincent and the Grenadines,Female,2021,29.7
Saint Vincent and the Grenadines,Both sexes,2020,21.8
Saint Vincent and the Grenadines,Male,2020,14.7
Saint Vincent and the Grenadines,Female,2020,29
Saint Vincent and the Grenadines,Both sexes,2019,21.2
Saint Vincent and the Grenadines,Male,2019,14.1
Saint Vincent and the Grenadines,Female,2019,28.4
Saint Vincent and the Grenadines,Both sexes,2018,20.6
Saint Vincent and the Grenadines,Male,2018,13.6
Saint Vincent and the Grenadines,Female,2018,27.7
Samoa,Both sexes,2023,47.3
Samoa,Male,2023,39.9
Samoa,Female,2023,55
Samoa,Both sexes,2022,46.7
Samoa,Male,2022,39.2
Samoa,Female,2022,54.5
Samoa,Both sexes,2021,46
Samoa,Male,2021,38.5
Samoa,Female,2021,53.9
Samoa,Both sexes,2020,45.4
Samoa,Male,2020,37.7
Samoa,Female,2020,53.4
Samoa,Both sexes,2019,44.7
Samoa,Male,2019,37
Samoa,Female,2019,52.8
Samoa,Both sexes,2018,44.1
Samoa,Male,2018,36.3
Samoa,Female,2018,52.2
San Marino,Both sexes,2023,NA
San Marino,Male,2023,NA
San Marino,Female,2023,NA
San Marino,Both sexes,2022,NA
San Marino,Male,2022,NA
San Marino,Female,2022,NA
San Marino,Both sexes,2021,NA
San Marino,Male,2021,NA
San Marino,Female,2021,NA
San Marino,Both sexes,2020,NA
San Marino,Male,2020,NA
San Marino,Female,2020,NA
San Marino,Both sexes,2019,NA
San Marino,Male,2019,NA
San Marino,Female,2019,NA
San Marino,Both sexes,2018,NA
San Marino,Male,2018,NA
San Marino,Female,2018,NA
Sao Tome and Principe,Both sexes,2023,12.4
Sao Tome and Principe,Male,2023,7.2
Sao Tome and Principe,Female,2023,16.9
Sao Tome and Principe,Both sexes,2022,12
Sao Tome and Principe,Male,2022,6.9
Sao Tome and Principe,Female,2022,16.4
Sao Tome and Principe,Both sexes,2021,11.6
Sao Tome and Principe,Male,2021,6.5
Sao Tome and Principe,Female,2021,15.9
Sao Tome and Principe,Both sexes,2020,11.2
Sao Tome and Principe,Male,2020,6.2
Sao Tome and Principe,Female,2020,15.4
Sao Tome and Principe,Both sexes,2019,10.7
Sao Tome and Principe,Male,2019,5.9
Sao Tome and Principe,Female,2019,14.9
Sao Tome and Principe,Both sexes,2018,10.3
Sao Tome and Principe,Male,2018,5.6
Sao Tome and Principe,Female,2018,14.4
Saudi Arabia,Both sexes,2023,35.4
Saudi Arabia,Male,2023,30.8
Saudi Arabia,Female,2023,42.3
Saudi Arabia,Both sexes,2022,34.7
Saudi Arabia,Male,2022,30
Saudi Arabia,Female,2022,41.7
Saudi Arabia,Both sexes,2021,34.1
Saudi Arabia,Male,2021,29.3
Saudi Arabia,Female,2021,41.2
Saudi Arabia,Both sexes,2020,33.4
Saudi Arabia,Male,2020,28.5
Saudi Arabia,Female,2020,40.7
Saudi Arabia,Both sexes,2019,32.8
Saudi Arabia,Male,2019,27.8
Saudi Arabia,Female,2019,40.1
Saudi Arabia,Both sexes,2018,32.1
Saudi Arabia,Male,2018,27.1
Saudi Arabia,Female,2018,39.6
Senegal,Both sexes,2023,8.8
Senegal,Male,2023,4
Senegal,Female,2023,12.9
Senegal,Both sexes,2022,8.5
Senegal,Male,2022,3.8
Senegal,Female,2022,12.5
Senegal,Both sexes,2021,8.2
Senegal,Male,2021,3.6
Senegal,Female,2021,12
Senegal,Both sexes,2020,7.9
Senegal,Male,2020,3.4
Senegal,Female,2020,11.6
Senegal,Both sexes,2019,7.6
Senegal,Male,2019,3.3
Senegal,Female,2019,11.2
Senegal,Both sexes,2018,7.3
Senegal,Male,2018,3.1
Senegal,Female,2018,10.8
Serbia,Both sexes,2023,21.5
Serbia,Male,2023,21.1
Serbia,Female,2023,21.8
Serbia,Both sexes,2022,21.1
Serbia,Male,2022,20.6
Serbia,Female,2022,21.5
Serbia,Both sexes,2021,20.7
Serbia,Male,2021,20.1
Serbia,Female,2021,21.2
Serbia,Both sexes,2020,20.3
Serbia,Male,2020,19.6
Serbia,Female,2020,20.9
Serbia,Both sexes,2019,20
Serbia,Male,2019,19.1
Serbia,Female,2019,20.6
Serbia,Both sexes,2018,19.6
Serbia,Male,2018,18.6
Serbia,Female,2018,20.3
Seychelles,Both sexes,2023,14
Seychelles,Male,2023,7.6
Seychelles,Female,2023,20.5
Seychelles,Both sexes,2022,13.5
Seychelles,Male,2022,7.3
Seychelles,Female,2022,20
Seychelles,Both sexes,2021,13.2
Seychelles,Male,2021,7
Seychelles,Female,2021,19.4
Seychelles,Both sexes,2020,12.8
Seychelles,Male,2020,6.7
Seychelles,Female,2020,18.9
Seychelles,Both sexes,2019,12.4
Seychelles,Male,2019,6.4
Seychelles,Female,2019,18.4
Seychelles,Both sexes,2018,12
Seychelles,Male,2018,6.2
Seychelles,Female,2018,17.9
Sierra Leone,Both sexes,2023,8.7
Sierra Leone,Male,2023,3.8
Sierra Leone,Female,2023,13.3
Sierra Leone,Both sexes,2022,8.3
Sierra Leone,Male,2022,3.6
Sierra Leone,Female,2022,12.8
Sierra Leone,Both sexes,2021,8
Sierra Leone,Male,2021,3.4
Sierra Leone,Female,2021,12.3
Sierra Leone,Both sexes,2020,7.7
Sierra Leone,Male,2020,3.2
Sierra Leone,Female,2020,11.9
Sierra Leone,Both sexes,2019,7.4
Sierra Leone,Male,2019,3.1
Sierra Leone,Female,2019,11.5
Sierra Leone,Both sexes,2018,7.1
Sierra Leone,Male,2018,2.9
Sierra Leone,Female,2018,11
Singapore,Both sexes,2023,6.1
Singapore,Male,2023,5.8
Singapore,Female,2023,6.3
Singapore,Both sexes,2022,6
Singapore,Male,2022,5.6
Singapore,Female,2022,6.3
Singapore,Both sexes,2021,5.8
Singapore,Male,2021,5.5
Singapore,Female,2021,6.2
Singapore,Both sexes,2020,5.7
Singapore,Male,2020,5.3
Singapore,Female,2020,6.1
Singapore,Both sexes,2019,5.6
Singapore,Male,2019,5.1
Singapore,Female,2019,6
Singapore,Both sexes,2018,5.5
Singapore,Male,2018,4.9
Singapore,Female,2018,6
Slovakia,Both sexes,2023,20.5
Slovakia,Male,2023,21
Slovakia,Female,2023,19.9
Slovakia,Both sexes,2022,20.1
Slovakia,Male,2022,20.5
Slovakia,Female,2022,19.7
Slovakia,Both sexes,2021,19.8
Slovakia,Male,2021,20
Slovakia,Female,2021,19.4
Slovakia,Both sexes,2020,19.4
Slovakia,Male,2020,19.6
Slovakia,Female,2020,19.1
Slovakia,Both sexes,2019,19.1
Slovakia,Male,2019,19.2
Slovakia,Female,2019,18.9
Slovakia,Both sexes,2018,18.8
Slovakia,Male,2018,18.7
Slovakia,Female,2018,18.7
Slovenia,Both sexes,2023,20.2
Slovenia,Male,2023,19.4
Slovenia,Female,2023,21
Slovenia,Both sexes,2022,19.8
Slovenia,Male,2022,18.9
Slovenia,Female,2022,20.7
Slovenia,Both sexes,2021,19.5
Slovenia,Male,2021,18.5
Slovenia,Female,2021,20.4
Slovenia,Both sexes,2020,19.1
Slovenia,Male,2020,18.1
Slovenia,Female,2020,20.1
Slovenia,Both sexes,2019,18.8
Slovenia,Male,2019,17.6
Slovenia,Female,2019,19.9
Slovenia,Both sexes,2018,18.4
Slovenia,Male,2018,17.2
Slovenia,Female,2018,19.6
Solomon Islands,Both sexes,2023,22.5
Solomon Islands,Male,2023,17.9
Solomon Islands,Female,2023,27.1
Solomon Islands,Both sexes,2022,21.9
Solomon Islands,Male,2022,17.3
Solomon Islands,Female,2022,26.5
Solomon Islands,Both sexes,2021,21.2
Solomon Islands,Male,2021,16.6
Solomon Islands,Female,2021,25.8
Solomon Islands,Both sexes,2020,20.6
Solomon Islands,Male,2020,16
Solomon Islands,Female,2020,25.2
Solomon Islands,Both sexes,2019,19.9
Solomon Islands,Male,2019,15.4
Solomon Islands,Female,2019,24.6
Solomon Islands,Both sexes,2018,19.3
Solomon Islands,Male,2018,14.8
Solomon Islands,Female,2018,24
Somalia,Both sexes,2023,8.3
Somalia,Male,2023,3.9
Somalia,Female,2023,12.3
Somalia,Both sexes,2022,7.9
Somalia,Male,2022,3.7
Somalia,Female,2022,11.8
Somalia,Both sexes,2021,7.6
Somalia,Male,2021,3.5
Somalia,Female,2021,11.4
Somalia,Both sexes,2020,7.3
Somalia,Male,2020,3.4
Somalia,Female,2020,10.9
Somalia,Both sexes,2019,7
Somalia,Male,2019,3.2
Somalia,Female,2019,10.5
Somalia,Both sexes,2018,6.7
Somalia,Male,2018,3
Somalia,Female,2018,10.1
South Africa,Both sexes,2023,28.3
South Africa,Male,2023,15.4
South Africa,Female,2023,39.6
South Africa,Both sexes,2022,27.8
South Africa,Male,2022,14.8
South Africa,Female,2022,39
South Africa,Both sexes,2021,27.2
South Africa,Male,2021,14.2
South Africa,Female,2021,38.5
South Africa,Both sexes,2020,26.7
South Africa,Male,2020,13.6
South Africa,Female,2020,37.9
South Africa,Both sexes,2019,26.1
South Africa,Male,2019,13
South Africa,Female,2019,37.3
South Africa,Both sexes,2018,25.6
South Africa,Male,2018,12.5
South Africa,Female,2018,36.8
South Sudan,Both sexes,2023,NA
South Sudan,Male,2023,NA
South Sudan,Female,2023,NA
South Sudan,Both sexes,2022,NA
South Sudan,Male,2022,NA
South Sudan,Female,2022,NA
South Sudan,Both sexes,2021,NA
South Sudan,Male,2021,NA
South Sudan,Female,2021,NA
South Sudan,Both sexes,2020,NA
South Sudan,Male,2020,NA
South Sudan,Female,2020,NA
South Sudan,Both sexes,2019,NA
South Sudan,Male,2019,NA
South Sudan,Female,2019,NA
South Sudan,Both sexes,2018,NA
South Sudan,Male,2018,NA
South Sudan,Female,2018,NA
Spain,Both sexes,2023,23.8
Spain,Male,2023,24.6
Spain,Female,2023,22.8
Spain,Both sexes,2022,23.4
Spain,Male,2022,24.1
Spain,Female,2022,22.5
Spain,Both sexes,2021,23.1
Spain,Male,2021,23.6
Spain,Female,2021,22.3
Spain,Both sexes,2020,22.7
Spain,Male,2020,23.1
Spain,Female,2020,22.1
Spain,Both sexes,2019,22.4
Spain,Male,2019,22.7
Spain,Female,2019,21.9
Spain,Both sexes,2018,22
Spain,Male,2018,22.2
Spain,Female,2018,21.7
Sri Lanka,Both sexes,2023,5.2
Sri Lanka,Male,2023,2.9
Sri Lanka,Female,2023,7.3
Sri Lanka,Both sexes,2022,4.9
Sri Lanka,Male,2022,2.7
Sri Lanka,Female,2022,6.9
Sri Lanka,Both sexes,2021,4.6
Sri Lanka,Male,2021,2.5
Sri Lanka,Female,2021,6.6
Sri Lanka,Both sexes,2020,4.4
Sri Lanka,Male,2020,2.3
Sri Lanka,Female,2020,6.3
Sri Lanka,Both sexes,2019,4.1
Sri Lanka,Male,2019,2.2
Sri Lanka,Female,2019,5.9
Sri Lanka,Both sexes,2018,3.9
Sri Lanka,Male,2018,2
Sri Lanka,Female,2018,5.7
Sudan,Both sexes,2023,NA
Sudan,Male,2023,NA
Sudan,Female,2023,NA
Sudan,Both sexes,2022,NA
Sudan,Male,2022,NA
Sudan,Female,2022,NA
Sudan,Both sexes,2021,NA
Sudan,Male,2021,NA
Sudan,Female,2021,NA
Sudan,Both sexes,2020,NA
Sudan,Male,2020,NA
Sudan,Female,2020,NA
Sudan,Both sexes,2019,NA
Sudan,Male,2019,NA
Sudan,Female,2019,NA
Sudan,Both sexes,2018,NA
Sudan,Male,2018,NA
Sudan,Female,2018,NA
Sudan (former),Both sexes,2023,8.6
Sudan (former),Male,2023,3.8
Sudan (former),Female,2023,12.4
Sudan (former),Both sexes,2022,8.6
Sudan (former),Male,2022,3.6
Sudan (former),Female,2022,12
Sudan (former),Both sexes,2021,5.8
Sudan (former),Male,2021,4.2
Sudan (former),Female,2021,11.7
Sudan (former),Both sexes,2020,5.7
Sudan (former),Male,2020,4
Sudan (former),Female,2020,11.3
Sudan (former),Both sexes,2019,6.4
Sudan (former),Male,2019,3.8
Sudan (former),Female,2019,10.8
Sudan (former),Both sexes,2018,6.1
Sudan (former),Male,2018,3.6
Sudan (former),Female,2018,10.4
Suriname,Both sexes,2023,26.4
Suriname,Male,2023,18.9
Suriname,Female,2023,33.7
Suriname,Both sexes,2022,25.9
Suriname,Male,2022,18.4
Suriname,Female,2022,33.2
Suriname,Both sexes,2021,25.4
Suriname,Male,2021,17.9
Suriname,Female,2021,32.7
Suriname,Both sexes,2020,24.9
Suriname,Male,2020,17.4
Suriname,Female,2020,32.2
Suriname,Both sexes,2019,24.4
Suriname,Male,2019,16.9
Suriname,Female,2019,31.7
Suriname,Both sexes,2018,24
Suriname,Male,2018,16.4
Suriname,Female,2018,31.2
Sweden,Both sexes,2023,20.6
Sweden,Male,2023,23.1
Sweden,Female,2023,18.1
Sweden,Both sexes,2022,20.2
Sweden,Male,2022,22.5
Sweden,Female,2022,17.8
Sweden,Both sexes,2021,19.8
Sweden,Male,2021,22
Sweden,Female,2021,17.5
Sweden,Both sexes,2020,19.4
Sweden,Male,2020,21.4
Sweden,Female,2020,17.2
Sweden,Both sexes,2019,19
Sweden,Male,2019,20.9
Sweden,Female,2019,16.9
Sweden,Both sexes,2018,18.6
Sweden,Male,2018,20.4
Sweden,Female,2018,16.7
Switzerland,Both sexes,2023,19.5
Switzerland,Male,2023,22.2
Switzerland,Female,2023,16.9
Switzerland,Both sexes,2022,19.1
Switzerland,Male,2022,21.7
Switzerland,Female,2022,16.6
Switzerland,Both sexes,2021,18.7
Switzerland,Male,2021,21.2
Switzerland,Female,2021,16.3
Switzerland,Both sexes,2020,18.4
Switzerland,Male,2020,20.6
Switzerland,Female,2020,16.1
Switzerland,Both sexes,2019,18
Switzerland,Male,2019,20.2
Switzerland,Female,2019,15.8
Switzerland,Both sexes,2018,17.6
Switzerland,Male,2018,19.7
Switzerland,Female,2018,15.5
Syrian Arab Republic,Both sexes,2023,27.8
Syrian Arab Republic,Male,2023,20.9
Syrian Arab Republic,Female,2023,34.8
Syrian Arab Republic,Both sexes,2022,27.1
Syrian Arab Republic,Male,2022,20.2
Syrian Arab Republic,Female,2022,34.1
Syrian Arab Republic,Both sexes,2021,26.4
Syrian Arab Republic,Male,2021,19.5
Syrian Arab Republic,Female,2021,33.4
Syrian Arab Republic,Both sexes,2020,25.8
Syrian Arab Republic,Male,2020,18.8
Syrian Arab Republic,Female,2020,32.8
Syrian Arab Republic,Both sexes,2019,25.1
Syrian Arab Republic,Male,2019,18.1
Syrian Arab Republic,Female,2019,32.1
Syrian Arab Republic,Both sexes,2018,24.4
Syrian Arab Republic,Male,2018,17.5
Syrian Arab Republic,Female,2018,31.5
Tajikistan,Both sexes,2023,14.2
Tajikistan,Male,2023,11.6
Tajikistan,Female,2023,16.7
Tajikistan,Both sexes,2022,13.7
Tajikistan,Male,2022,11.1
Tajikistan,Female,2022,16.1
Tajikistan,Both sexes,2021,13.2
Tajikistan,Male,2021,10.6
Tajikistan,Female,2021,15.5
Tajikistan,Both sexes,2020,12.7
Tajikistan,Male,2020,10.2
Tajikistan,Female,2020,15
Tajikistan,Both sexes,2019,12.2
Tajikistan,Male,2019,9.8
Tajikistan,Female,2019,14.5
Tajikistan,Both sexes,2018,11.8
Tajikistan,Male,2018,9.4
Tajikistan,Female,2018,14
Thailand,Both sexes,2023,10
Thailand,Male,2023,7
Thailand,Female,2023,12.7
Thailand,Both sexes,2022,9.4
Thailand,Male,2022,6.5
Thailand,Female,2022,12.1
Thailand,Both sexes,2021,8.9
Thailand,Male,2021,6
Thailand,Female,2021,11.5
Thailand,Both sexes,2020,8.4
Thailand,Male,2020,5.6
Thailand,Female,2020,11
Thailand,Both sexes,2019,7.9
Thailand,Male,2019,5.2
Thailand,Female,2019,10.4
Thailand,Both sexes,2018,7.4
Thailand,Male,2018,4.8
Thailand,Female,2018,9.9
Timor-Leste,Both sexes,2023,3.8
Timor-Leste,Male,2023,2.6
Timor-Leste,Female,2023,4.9
Timor-Leste,Both sexes,2022,3.6
Timor-Leste,Male,2022,2.4
Timor-Leste,Female,2022,4.6
Timor-Leste,Both sexes,2021,3.3
Timor-Leste,Male,2021,2.3
Timor-Leste,Female,2021,4.4
Timor-Leste,Both sexes,2020,3.1
Timor-Leste,Male,2020,2.1
Timor-Leste,Female,2020,4.1
Timor-Leste,Both sexes,2019,2.9
Timor-Leste,Male,2019,1.9
Timor-Leste,Female,2019,3.9
Timor-Leste,Both sexes,2018,2.8
Timor-Leste,Male,2018,1.8
Timor-Leste,Female,2018,3.7
Togo,Both sexes,2023,8.4
Togo,Male,2023,3.9
Togo,Female,2023,12.5
Togo,Both sexes,2022,8.1
Togo,Male,2022,3.7
Togo,Female,2022,12
Togo,Both sexes,2021,7.8
Togo,Male,2021,3.5
Togo,Female,2021,11.6
Togo,Both sexes,2020,7.4
Togo,Male,2020,3.3
Togo,Female,2020,11.1
Togo,Both sexes,2019,7.1
Togo,Male,2019,3.1
Togo,Female,2019,10.7
Togo,Both sexes,2018,6.8
Togo,Male,2018,2.9
Togo,Female,2018,10.3
Tonga,Both sexes,2023,48.2
Tonga,Male,2023,41.4
Tonga,Female,2023,54.5
Tonga,Both sexes,2022,47.5
Tonga,Male,2022,40.6
Tonga,Female,2022,53.9
Tonga,Both sexes,2021,46.8
Tonga,Male,2021,39.8
Tonga,Female,2021,53.4
Tonga,Both sexes,2020,46.1
Tonga,Male,2020,39
Tonga,Female,2020,52.8
Tonga,Both sexes,2019,45.4
Tonga,Male,2019,38.2
Tonga,Female,2019,52.2
Tonga,Both sexes,2018,44.7
Tonga,Male,2018,37.4
Tonga,Female,2018,51.6
Trinidad and Tobago,Both sexes,2023,18.6
Trinidad and Tobago,Male,2023,10.8
Trinidad and Tobago,Female,2023,26
Trinidad and Tobago,Both sexes,2022,18
Trinidad and Tobago,Male,2022,10.4
Trinidad and Tobago,Female,2022,25.3
Trinidad and Tobago,Both sexes,2021,17.4
Trinidad and Tobago,Male,2021,9.9
Trinidad and Tobago,Female,2021,24.5
Trinidad and Tobago,Both sexes,2020,16.9
Trinidad and Tobago,Male,2020,9.5
Trinidad and Tobago,Female,2020,23.8
Trinidad and Tobago,Both sexes,2019,16.3
Trinidad and Tobago,Male,2019,9.2
Trinidad and Tobago,Female,2019,23.1
Trinidad and Tobago,Both sexes,2018,15.8
Trinidad and Tobago,Male,2018,8.8
Trinidad and Tobago,Female,2018,22.4
Tunisia,Both sexes,2023,26.9
Tunisia,Male,2023,19.1
Tunisia,Female,2023,34.3
Tunisia,Both sexes,2022,26.3
Tunisia,Male,2022,18.5
Tunisia,Female,2022,33.7
Tunisia,Both sexes,2021,25.7
Tunisia,Male,2021,17.9
Tunisia,Female,2021,33.1
Tunisia,Both sexes,2020,25.1
Tunisia,Male,2020,17.3
Tunisia,Female,2020,32.6
Tunisia,Both sexes,2019,24.6
Tunisia,Male,2019,16.7
Tunisia,Female,2019,32
Tunisia,Both sexes,2018,24
Tunisia,Male,2018,16.1
Tunisia,Female,2018,31.4
Turkey,Both sexes,2023,32.1
Turkey,Male,2023,24.4
Turkey,Female,2023,39.2
Turkey,Both sexes,2022,31.5
Turkey,Male,2022,23.6
Turkey,Female,2022,38.6
Turkey,Both sexes,2021,30.8
Turkey,Male,2021,22.9
Turkey,Female,2021,37.9
Turkey,Both sexes,2020,30.2
Turkey,Male,2020,22.2
Turkey,Female,2020,37.3
Turkey,Both sexes,2019,29.5
Turkey,Male,2019,21.5
Turkey,Female,2019,36.7
Turkey,Both sexes,2018,28.9
Turkey,Male,2018,20.9
Turkey,Female,2018,36
Turkmenistan,Both sexes,2023,18.6
Turkmenistan,Male,2023,15.9
Turkmenistan,Female,2023,20.9
Turkmenistan,Both sexes,2022,18
Turkmenistan,Male,2022,15.3
Turkmenistan,Female,2022,20.3
Turkmenistan,Both sexes,2021,17.4
Turkmenistan,Male,2021,14.7
Turkmenistan,Female,2021,19.8
Turkmenistan,Both sexes,2020,16.9
Turkmenistan,Male,2020,14.2
Turkmenistan,Female,2020,19.2
Turkmenistan,Both sexes,2019,16.3
Turkmenistan,Male,2019,13.7
Turkmenistan,Female,2019,18.6
Turkmenistan,Both sexes,2018,15.8
Turkmenistan,Male,2018,13.2
Turkmenistan,Female,2018,18.1
Tuvalu,Both sexes,2023,51.6
Tuvalu,Male,2023,47
Tuvalu,Female,2023,56.2
Tuvalu,Both sexes,2022,50.9
Tuvalu,Male,2022,46.2
Tuvalu,Female,2022,55.6
Tuvalu,Both sexes,2021,50.1
Tuvalu,Male,2021,45.3
Tuvalu,Female,2021,55
Tuvalu,Both sexes,2020,49.4
Tuvalu,Male,2020,44.4
Tuvalu,Female,2020,54.4
Tuvalu,Both sexes,2019,48.6
Tuvalu,Male,2019,43.5
Tuvalu,Female,2019,53.8
Tuvalu,Both sexes,2018,47.8
Tuvalu,Male,2018,42.6
Tuvalu,Female,2018,53.2
Uganda,Both sexes,2023,5.3
Uganda,Male,2023,1.8
Uganda,Female,2023,8.6
Uganda,Both sexes,2022,5
Uganda,Male,2022,1.7
Uganda,Female,2022,8.2
Uganda,Both sexes,2021,4.8
Uganda,Male,2021,1.6
Uganda,Female,2021,7.8
Uganda,Both sexes,2020,4.5
Uganda,Male,2020,1.5
Uganda,Female,2020,7.5
Uganda,Both sexes,2019,4.3
Uganda,Male,2019,1.5
Uganda,Female,2019,7.1
Uganda,Both sexes,2018,4.1
Uganda,Male,2018,1.4
Uganda,Female,2018,6.8
Ukraine,Both sexes,2023,24.1
Ukraine,Male,2023,22
Ukraine,Female,2023,25.7
Ukraine,Both sexes,2022,23.7
Ukraine,Male,2022,21.5
Ukraine,Female,2022,25.5
Ukraine,Both sexes,2021,23.4
Ukraine,Male,2021,21
Ukraine,Female,2021,25.2
Ukraine,Both sexes,2020,23
Ukraine,Male,2020,20.5
Ukraine,Female,2020,25
Ukraine,Both sexes,2019,22.7
Ukraine,Male,2019,20
Ukraine,Female,2019,24.8
Ukraine,Both sexes,2018,22.4
Ukraine,Male,2018,19.5
Ukraine,Female,2018,24.6
United Arab Emirates,Both sexes,2023,31.7
United Arab Emirates,Male,2023,27.5
